File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001RFE	fastq	reads	ENCSR000AEL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001RFF		6720282659	Thomas Gingeras, CSHL	d0411523a2bba43177a7be60feeb353f	SRA:SRR3192412	https://www.encodeproject.org/files/ENCFF001RFE/@@download/ENCFF001RFE.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RFC	fastq	reads	ENCSR000AEL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001RFD		6427612034	Thomas Gingeras, CSHL	289f9961e810bbd0a6a976c7477149af	SRA:SRR3192413	https://www.encodeproject.org/files/ENCFF001RFC/@@download/ENCFF001RFC.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RFD	fastq	reads	ENCSR000AEL	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001RFC		6313487510	Thomas Gingeras, CSHL	93911a11d8f7a99485c5eb54977150bc	SRA:SRR3192413	https://www.encodeproject.org/files/ENCFF001RFD/@@download/ENCFF001RFD.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF740UPF	fastq	reads	ENCSR862HPO	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2	1	50		paired-ended	2	ENCFF196RCZ		781795241	Eric Lécuyer, IRCM	9b44ba419ef3c64082b129a6a2d0e49a	SRA:SRR4422395	https://www.encodeproject.org/files/ENCFF740UPF/@@download/ENCFF740UPF.fastq.gz		Illumina HiSeq 2000		released		low read depth	missing RIN, inconsistent assay_term_name	missing documents	
ENCFF268FHH	fastq	reads	ENCSR862HPO	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1	1	50		paired-ended	1	ENCFF888RBV		711197867	Eric Lécuyer, IRCM	d3562cc7c765be42cf3fa0fabaf896ac	SRA:SRR4422394	https://www.encodeproject.org/files/ENCFF268FHH/@@download/ENCFF268FHH.fastq.gz		Illumina HiSeq 2000		released		low read depth	missing RIN, inconsistent assay_term_name	missing documents	
ENCFF196RCZ	fastq	reads	ENCSR862HPO	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2	1	50		paired-ended	1	ENCFF740UPF		752706481	Eric Lécuyer, IRCM	1014f1ddb1898ecc0736f5b35c052b92	SRA:SRR4422395	https://www.encodeproject.org/files/ENCFF196RCZ/@@download/ENCFF196RCZ.fastq.gz		Illumina HiSeq 2000		released		low read depth	missing RIN, inconsistent assay_term_name	missing documents	
ENCFF888RBV	fastq	reads	ENCSR862HPO	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1	1	50		paired-ended	2	ENCFF268FHH		737021357	Eric Lécuyer, IRCM	f14e154086713377ab24e8e176da76b8	SRA:SRR4422394	https://www.encodeproject.org/files/ENCFF888RBV/@@download/ENCFF888RBV.fastq.gz		Illumina HiSeq 2000		released		low read depth	missing RIN, inconsistent assay_term_name	missing documents	
ENCFF852QEA	fastq	reads	ENCSR485WBR	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF003AXA		4541301616	Thomas Gingeras, CSHL	cf18eb49d399a062e7cf1d48d253180d	SRA:SRR4421846	https://www.encodeproject.org/files/ENCFF852QEA/@@download/ENCFF852QEA.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF003AXA	fastq	reads	ENCSR485WBR	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF852QEA		4480921408	Thomas Gingeras, CSHL	7dbb50ea4ed3d37ab4c2f4658f5c238d	SRA:SRR4421846	https://www.encodeproject.org/files/ENCFF003AXA/@@download/ENCFF003AXA.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF610XMR	fastq	reads	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF241TGO		5276185188	Thomas Gingeras, CSHL	2a72a12cd190363253a39cbbd9b73427	SRA:SRR4422603	https://www.encodeproject.org/files/ENCFF610XMR/@@download/ENCFF610XMR.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF241TGO	fastq	reads	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF610XMR		5337000993	Thomas Gingeras, CSHL	312d81b012f25bceb5a92ee078718d88	SRA:SRR4422603	https://www.encodeproject.org/files/ENCFF241TGO/@@download/ENCFF241TGO.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF246QAD	fastq	reads	ENCSR510MIA	RNA-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF412GSM		4005588292	Thomas Gingeras, CSHL	140bf4e6240fb7fb8b87032dcf8906c4	SRA:SRR4421886	https://www.encodeproject.org/files/ENCFF246QAD/@@download/ENCFF246QAD.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF412GSM	fastq	reads	ENCSR510MIA	RNA-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF246QAD		4058733658	Thomas Gingeras, CSHL	2dbd72452c9da6a3bab32de907d28661	SRA:SRR4421886	https://www.encodeproject.org/files/ENCFF412GSM/@@download/ENCFF412GSM.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF842DCO	fastq	reads	ENCSR528ZKN	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF250BPC		5357444311	Thomas Gingeras, CSHL	1f0967501ef9f487caffecebfe642c98	SRA:SRR4421916	https://www.encodeproject.org/files/ENCFF842DCO/@@download/ENCFF842DCO.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF250BPC	fastq	reads	ENCSR528ZKN	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF842DCO		5282838224	Thomas Gingeras, CSHL	53980cfd4ddef55cce55f19dce5ba9c2	SRA:SRR4421916	https://www.encodeproject.org/files/ENCFF250BPC/@@download/ENCFF250BPC.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF876UIT	fastq	reads	ENCSR887ZSY	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2	1	50		paired-ended	1	ENCFF567YOK		889024449	Eric Lécuyer, IRCM	746410fb2549e948c58d54c6f763ed6b	SRA:SRR4422436	https://www.encodeproject.org/files/ENCFF876UIT/@@download/ENCFF876UIT.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name	missing documents	
ENCFF567YOK	fastq	reads	ENCSR887ZSY	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2	1	50		paired-ended	2	ENCFF876UIT		914556251	Eric Lécuyer, IRCM	76a2cdce35dc05cf68dd4250210abf6c	SRA:SRR4422436	https://www.encodeproject.org/files/ENCFF567YOK/@@download/ENCFF567YOK.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name	missing documents	
ENCFF902PAE	fastq	reads	ENCSR887ZSY	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1	1	50		paired-ended	1	ENCFF423KUF		872244754	Eric Lécuyer, IRCM	39bb028f894ac0217383546da3d21c58	SRA:SRR4422435	https://www.encodeproject.org/files/ENCFF902PAE/@@download/ENCFF902PAE.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name	missing documents	
ENCFF423KUF	fastq	reads	ENCSR887ZSY	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1	1	50		paired-ended	2	ENCFF902PAE		904791569	Eric Lécuyer, IRCM	43b8457e60456de3eec1e49c531b6279	SRA:SRR4422435	https://www.encodeproject.org/files/ENCFF423KUF/@@download/ENCFF423KUF.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name	missing documents	
ENCFF001RCT	fastq	reads	ENCSR000AEN	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2014-06-30	ENCODE				2	1	100		paired-ended	2	ENCFF001RDB		7674975449	Brenton Graveley, UConn	3ced82e44cea82a4784493c2f640ba12	SRA:SRR3192410	https://www.encodeproject.org/files/ENCFF001RCT/@@download/ENCFF001RCT.fastq.gz		Illumina HiSeq 2000		released			inconsistent assay_term_name		
ENCFF001RCU	fastq	reads	ENCSR000AEN	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2014-06-30	ENCODE				1	1	100		paired-ended	2	ENCFF001RDC		5714698911	Brenton Graveley, UConn	3541f1a048453b65ab01a673b743a573	SRA:SRR3192411	https://www.encodeproject.org/files/ENCFF001RCU/@@download/ENCFF001RCU.fastq.gz		Illumina HiSeq 2000		released			inconsistent assay_term_name		
ENCFF001RDB	fastq	reads	ENCSR000AEN	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2014-06-30	ENCODE				2	1	100		paired-ended	1	ENCFF001RCT		7571345553	Brenton Graveley, UConn	a8879e9e78f17c37fdcfe1a8b572ac1f	SRA:SRR3192410	https://www.encodeproject.org/files/ENCFF001RDB/@@download/ENCFF001RDB.fastq.gz		Illumina HiSeq 2000		released			inconsistent assay_term_name		
ENCFF001RDC	fastq	reads	ENCSR000AEN	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2014-06-30	ENCODE				1	1	100		paired-ended	1	ENCFF001RCU		5645536858	Brenton Graveley, UConn	97b452ae74c7d279706c88141155a00c	SRA:SRR3192411	https://www.encodeproject.org/files/ENCFF001RDC/@@download/ENCFF001RDC.fastq.gz		Illumina HiSeq 2000		released			inconsistent assay_term_name		
ENCFF232QKC	fastq	reads	ENCSR813BDU	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2	1	50		paired-ended	1	ENCFF859AWY		1916989226	Eric Lécuyer, IRCM	5795ed14a2bd1a47c24faccc9372555e	SRA:SRR4422330	https://www.encodeproject.org/files/ENCFF232QKC/@@download/ENCFF232QKC.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name	missing documents	
ENCFF339UJI	fastq	reads	ENCSR813BDU	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1	1	50		paired-ended	2	ENCFF765REV		903891716	Eric Lécuyer, IRCM	2c7c5d0d2890c612fef0cf4d54923abb	SRA:SRR4422331	https://www.encodeproject.org/files/ENCFF339UJI/@@download/ENCFF339UJI.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name	missing documents	
ENCFF765REV	fastq	reads	ENCSR813BDU	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1	1	50		paired-ended	1	ENCFF339UJI		887018628	Eric Lécuyer, IRCM	37b0ddad8b2a508f6e099475f85a067e	SRA:SRR4422331	https://www.encodeproject.org/files/ENCFF765REV/@@download/ENCFF765REV.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name	missing documents	
ENCFF859AWY	fastq	reads	ENCSR813BDU	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2	1	50		paired-ended	2	ENCFF232QKC		1955231345	Eric Lécuyer, IRCM	e08dcc32f582106f341a82791454b507	SRA:SRR4422330	https://www.encodeproject.org/files/ENCFF859AWY/@@download/ENCFF859AWY.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name	missing documents	
ENCFF000HLP	fastq	reads	ENCSR000CQA	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				3	1	76		paired-ended	1	ENCFF000HMD		8862534572	Thomas Gingeras, CSHL	76a2de381538c38e4bd608f33a5c74ec	SRA:SRR5048106	https://www.encodeproject.org/files/ENCFF000HLP/@@download/ENCFF000HLP.fastq.gz		Illumina Genome Analyzer IIx		released			missing RIN, inconsistent assay_term_name		
ENCFF000HLS	fastq	reads	ENCSR000CQA	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				4	1	76		paired-ended	1	ENCFF000HME		8882272357	Thomas Gingeras, CSHL	8797659e1d7cd45c7c9a5066dfbe6fcc	SRA:SRR5048105	https://www.encodeproject.org/files/ENCFF000HLS/@@download/ENCFF000HLS.fastq.gz		Illumina Genome Analyzer IIx		released			missing RIN, inconsistent assay_term_name		
ENCFF000HMD	fastq	reads	ENCSR000CQA	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				3	1	76		paired-ended	2	ENCFF000HLP		9545297485	Thomas Gingeras, CSHL	9685688c9a0c31fea47d14dc20394365	SRA:SRR5048106	https://www.encodeproject.org/files/ENCFF000HMD/@@download/ENCFF000HMD.fastq.gz		Illumina Genome Analyzer IIx		released			missing RIN, inconsistent assay_term_name		
ENCFF000HME	fastq	reads	ENCSR000CQA	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				4	1	76		paired-ended	2	ENCFF000HLS		9119449175	Thomas Gingeras, CSHL	2957a3859912427acf78bd1e2d9ccaad	SRA:SRR5048105	https://www.encodeproject.org/files/ENCFF000HME/@@download/ENCFF000HME.fastq.gz		Illumina Genome Analyzer IIx		released			missing RIN, inconsistent assay_term_name		
ENCFF884ZSS	fastq	reads	ENCSR106SZN	RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-06-13	ENCODE				1	1	101		paired-ended	1	ENCFF908RHV		2864298087	Thomas Gingeras, CSHL	5aa78c2998c88a088dda161db8cc83bb	SRA:SRR4421334	https://www.encodeproject.org/files/ENCFF884ZSS/@@download/ENCFF884ZSS.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released		low read depth	inconsistent assay_term_name		
ENCFF908RHV	fastq	reads	ENCSR106SZN	RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-06-13	ENCODE				1	1	101		paired-ended	2	ENCFF884ZSS		2922335799	Thomas Gingeras, CSHL	48c4631971a23018911c823b236906c3	SRA:SRR4421334	https://www.encodeproject.org/files/ENCFF908RHV/@@download/ENCFF908RHV.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released		low read depth	inconsistent assay_term_name		
ENCFF294NNJ	fastq	reads	ENCSR802HPM	RNA-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	1	ENCFF283QEY		3364713174	Thomas Gingeras, CSHL	6bbdd461a7dc4b3f5217c68fa596e8e8	SRA:SRR4422282	https://www.encodeproject.org/files/ENCFF294NNJ/@@download/ENCFF294NNJ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF283QEY	fastq	reads	ENCSR802HPM	RNA-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	2	ENCFF294NNJ		3420269287	Thomas Gingeras, CSHL	da4d5254c3046b0fb5c63f9222bba131	SRA:SRR4422282	https://www.encodeproject.org/files/ENCFF283QEY/@@download/ENCFF283QEY.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF630XLI	fastq	reads	ENCSR837ZLY	RNA-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF915DYV		4844876988	Thomas Gingeras, CSHL	bb3eedc13ee87b9d925b63200d91f7dc	SRA:SRR4422345	https://www.encodeproject.org/files/ENCFF630XLI/@@download/ENCFF630XLI.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF915DYV	fastq	reads	ENCSR837ZLY	RNA-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF630XLI		5009425508	Thomas Gingeras, CSHL	d63c918feeaf32f3de0b60fcc209421a	SRA:SRR4422345	https://www.encodeproject.org/files/ENCFF915DYV/@@download/ENCFF915DYV.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF411WXY	fastq	reads	ENCSR630VJN	RNA-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF543BVT		7429622019	Thomas Gingeras, CSHL	84bc7a5b1a11e2f747a5e6b5ee753111	SRA:SRR4422057	https://www.encodeproject.org/files/ENCFF411WXY/@@download/ENCFF411WXY.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF543BVT	fastq	reads	ENCSR630VJN	RNA-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF411WXY		7487711206	Thomas Gingeras, CSHL	4e892b4235495c62b483eb801b23da40	SRA:SRR4422057	https://www.encodeproject.org/files/ENCFF543BVT/@@download/ENCFF543BVT.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF753DTZ	fastq	reads	ENCSR425RGZ	RNA-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF223QXV		4449945435	Thomas Gingeras, CSHL	6442300e5d863b0ed13b344d5f2fb516	SRA:SRR4421779	https://www.encodeproject.org/files/ENCFF753DTZ/@@download/ENCFF753DTZ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF223QXV	fastq	reads	ENCSR425RGZ	RNA-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF753DTZ		4575697804	Thomas Gingeras, CSHL	2bb6ba868096684a34b1d5b1aa8fcf64	SRA:SRR4421779	https://www.encodeproject.org/files/ENCFF223QXV/@@download/ENCFF223QXV.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF438GBR	fastq	reads	ENCSR296PMS	RNA-seq	UBERON:0000945	stomach	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF878UMC		5990335761	Thomas Gingeras, CSHL	2011c85931b2c35de3fa7740d1b9e4c0	SRA:SRR4421597	https://www.encodeproject.org/files/ENCFF438GBR/@@download/ENCFF438GBR.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF878UMC	fastq	reads	ENCSR296PMS	RNA-seq	UBERON:0000945	stomach	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF438GBR		5722841886	Thomas Gingeras, CSHL	c3d22f99c0f4b6e5539cc0e0e3d26a55	SRA:SRR4421597	https://www.encodeproject.org/files/ENCFF878UMC/@@download/ENCFF878UMC.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF093MHL	fastq	reads	ENCSR071ZLM	RNA-seq	UBERON:0000995	uterus	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF468EIW		4899597897	Thomas Gingeras, CSHL	874e6a851fabaa9867993a2f68b2e755	SRA:SRR4422656	https://www.encodeproject.org/files/ENCFF093MHL/@@download/ENCFF093MHL.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF468EIW	fastq	reads	ENCSR071ZLM	RNA-seq	UBERON:0000995	uterus	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF093MHL		4662971545	Thomas Gingeras, CSHL	7d65159624a15a066f80135f664e626a	SRA:SRR4422656	https://www.encodeproject.org/files/ENCFF468EIW/@@download/ENCFF468EIW.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF411UIT	fastq	reads	ENCSR653ZJF	RNA-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF992NAN		5458280909	Thomas Gingeras, CSHL	5099e2b0d56aa1c089b96a57cccf4e95	SRA:SRR4422147	https://www.encodeproject.org/files/ENCFF411UIT/@@download/ENCFF411UIT.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF992NAN	fastq	reads	ENCSR653ZJF	RNA-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF411UIT		5617061509	Thomas Gingeras, CSHL	c4803e14e97c36dfc9ff1ec8f9b297fd	SRA:SRR4422147	https://www.encodeproject.org/files/ENCFF992NAN/@@download/ENCFF992NAN.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF326CGI	fastq	reads	ENCSR812AKX	RNA-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF663VCC		4959796468	Thomas Gingeras, CSHL	1660bd589c3fdd0eef099fbf3570edcc	SRA:SRR4422292	https://www.encodeproject.org/files/ENCFF326CGI/@@download/ENCFF326CGI.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF663VCC	fastq	reads	ENCSR812AKX	RNA-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF326CGI		5055081785	Thomas Gingeras, CSHL	0959cae8590665b39e4b5ce7ae871814	SRA:SRR4422292	https://www.encodeproject.org/files/ENCFF663VCC/@@download/ENCFF663VCC.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF000FJX	fastq	reads	ENCSR000CUJ	RNA-seq	CL:0002547	fibroblast of the aortic adventitia	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	1	ENCFF000FJY		16479499650	Thomas Gingeras, CSHL	aec49289304649e000aa16327b32df6b	SRA:SRR3192659	https://www.encodeproject.org/files/ENCFF000FJX/@@download/ENCFF000FJX.fastq.gz		Illumina HiSeq 2000		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF000FJY	fastq	reads	ENCSR000CUJ	RNA-seq	CL:0002547	fibroblast of the aortic adventitia	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	2	ENCFF000FJX		16493105673	Thomas Gingeras, CSHL	dc5284a25b783eceb25dfe80f7b0c67b	SRA:SRR3192659	https://www.encodeproject.org/files/ENCFF000FJY/@@download/ENCFF000FJY.fastq.gz		Illumina HiSeq 2000		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
